,Order ID,Order Date,Ship Date,Customer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit
1416,CA-2013-124814,11-04-2013,17-04-2013,Filia McAdams,USA,Bakersfield,California,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5.0,8.12
1417,US-2011-138247,24-12-2011,29-12-2011,Ben Ferrer,USA,Los Angeles,California,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.66,7.0,17.37
1418,US-2011-138247,24-12-2011,29-12-2011,Ben Ferrer,USA,Los Angeles,California,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2.0,101.35
1419,US-2011-138247,24-12-2011,29-12-2011,Ben Ferrer,USA,Los Angeles,California,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,3.0,13.2
1420,US-2011-138247,24-12-2011,29-12-2011,Ben Ferrer,USA,Los Angeles,California,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.38,3.0,51.15
1421,US-2011-138247,24-12-2011,29-12-2011,Ben Ferrer,USA,Los Angeles,California,Storage,Tennsco Commercial Shelving,20.34,1.0,0.2
1422,US-2011-138247,24-12-2011,29-12-2011,Ben Ferrer,USA,Los Angeles,California,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1.0,5.52
1423,CA-2014-167003,24-05-2014,30-05-2014,Vivek Sundaresam,USA,Los Angeles,California,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.29,3.0,-6.42
1424,CA-2013-118969,03-10-2013,04-10-2013,Liz Preis,USA,Phoenix,Arizona,Binders,"Premier Elliptical Ring Binder, Black",54.79,6.0,-40.18
1425,US-2013-128678,16-09-2013,21-09-2013,Rob Beeghly,USA,Seattle,Washington,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,5.0,10.06
1426,US-2013-128678,16-09-2013,21-09-2013,Rob Beeghly,USA,Seattle,Washington,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.66,7.0,15.82
1427,CA-2013-101385,26-09-2013,02-10-2013,Julia West,USA,San Francisco,California,Art,BIC Brite Liner Highlighters,16.56,4.0,6.96
1428,CA-2014-105445,21-02-2014,26-02-2014,Bart Pistole,USA,Louisville,Colorado,Fasteners,Staples,9.43,3.0,3.07
1429,CA-2011-140403,10-10-2011,10-10-2011,Tanja Norvell,USA,Manteca,California,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3.0,13.76
1430,CA-2011-140403,10-10-2011,10-10-2011,Tanja Norvell,USA,Manteca,California,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2.0,7.49
1431,CA-2012-163104,19-03-2012,26-03-2012,Mike Caudle,USA,Los Angeles,California,Paper,Xerox 1974,11.96,2.0,5.86
1432,CA-2014-138464,09-07-2014,13-07-2014,Vicky Freymann,USA,Seattle,Washington,Furnishings,"Master Big Foot Doorstop, Beige",15.84,3.0,4.91
1433,CA-2014-138464,09-07-2014,13-07-2014,Vicky Freymann,USA,Seattle,Washington,Binders,GBC VeloBinder Manual Binding System,86.38,3.0,30.23
1434,CA-2014-138464,09-07-2014,13-07-2014,Vicky Freymann,USA,Seattle,Washington,Art,Zebra Zazzle Fluorescent Highlighters,18.24,3.0,6.2
1435,CA-2014-138464,09-07-2014,13-07-2014,Vicky Freymann,USA,Seattle,Washington,Art,Crayola Colored Pencils,13.12,4.0,4.33
1436,US-2011-165862,13-07-2011,17-07-2011,Grace Kelly,USA,Los Angeles,California,Tables,Bevis Round Conference Table Top & Single Column Base,351.22,3.0,4.39
1437,US-2011-106334,27-12-2011,02-01-2012,Jeremy Farry,USA,San Francisco,California,Chairs,Bevis Steel Folding Chairs,230.28,3.0,23.03
1438,US-2011-106334,27-12-2011,02-01-2012,Jeremy Farry,USA,San Francisco,California,Paper,Xerox 1927,12.84,3.0,5.78
1439,US-2014-117331,22-10-2014,29-10-2014,Natalie DeCherney,USA,Glendale,Arizona,Binders,Lock-Up Easel 'Spel-Binder',8.56,1.0,-6.56
1440,CA-2012-118871,04-12-2012,09-12-2012,Harry Marie,USA,Los Angeles,California,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3.0,122.15
1441,CA-2012-118871,04-12-2012,09-12-2012,Harry Marie,USA,Los Angeles,California,Phones,Jensen SMPS-640 - speaker phone,110.35,3.0,8.28
1442,CA-2012-118871,04-12-2012,09-12-2012,Harry Marie,USA,Los Angeles,California,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5.0,13.83
1443,CA-2011-101175,09-12-2011,14-12-2011,Dario Medina,USA,Mesa,Arizona,Storage,Acco Perma 3000 Stacking Storage Drawers,100.7,6.0,-1.26
1444,CA-2011-169460,19-04-2011,21-04-2011,Nicole Fjeld,USA,San Jose,California,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3.0,26.65
1445,CA-2014-126662,18-07-2014,22-07-2014,Alejandro Ballentine,USA,Los Angeles,California,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.98,2.0,90.0
1446,US-2011-121734,11-04-2011,16-04-2011,Sanjit Engle,USA,Lewiston,Idaho,Binders,GBC Personal VeloBind Strips,9.58,1.0,3.35
1447,US-2013-100405,27-08-2013,29-08-2013,Tom Stivers,USA,Los Angeles,California,Art,Newell Chalk Holder,8.26,2.0,3.8
1448,US-2014-163790,03-11-2014,05-11-2014,Nancy Lomonaco,USA,Danville,California,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,7.0,38.29
1449,US-2014-163790,03-11-2014,05-11-2014,Nancy Lomonaco,USA,Danville,California,Art,Nontoxic Chalk,8.8,5.0,4.22
1450,US-2014-163790,03-11-2014,05-11-2014,Nancy Lomonaco,USA,Danville,California,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.35,6.0,206.62
1451,US-2014-163790,03-11-2014,05-11-2014,Nancy Lomonaco,USA,Danville,California,Fasteners,"Super Bands, 12/Pack",5.58,3.0,0.17
1452,US-2014-163790,03-11-2014,05-11-2014,Nancy Lomonaco,USA,Danville,California,Furnishings,Document Clip Frames,25.02,3.0,10.51
1453,US-2014-163790,03-11-2014,05-11-2014,Nancy Lomonaco,USA,Danville,California,Storage,Space Solutions Commercial Steel Shelving,452.55,7.0,22.63
1454,CA-2013-129868,27-12-2013,01-01-2014,Mike Caudle,USA,Los Angeles,California,Supplies,Fiskars Home & Office Scissors,17.76,2.0,4.97
1455,CA-2013-129868,27-12-2013,01-01-2014,Mike Caudle,USA,Los Angeles,California,Phones,Mitel 5320 IP Phone VoIP phone,302.38,2.0,30.24
1456,CA-2013-129868,27-12-2013,01-01-2014,Mike Caudle,USA,Los Angeles,California,Chairs,"Global Armless Task Chair, Royal Blue",146.35,3.0,-5.49
1457,CA-2013-129868,27-12-2013,01-01-2014,Mike Caudle,USA,Los Angeles,California,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,2.0,2.05
1458,CA-2013-129868,27-12-2013,01-01-2014,Mike Caudle,USA,Los Angeles,California,Tables,Bretford Rectangular Conference Table Tops,902.71,3.0,33.85
1459,CA-2013-129868,27-12-2013,01-01-2014,Mike Caudle,USA,Los Angeles,California,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,3.0,15.11
1460,US-2014-141852,10-11-2014,15-11-2014,Joel Eaton,USA,Oceanside,California,Furnishings,Eldon Wave Desk Accessories,47.12,8.0,20.73
1461,CA-2014-145219,25-12-2014,26-12-2014,Robert Marley,USA,Los Angeles,California,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.95,6.0,1007.98
1462,CA-2014-145219,25-12-2014,26-12-2014,Robert Marley,USA,Los Angeles,California,Binders,Vinyl Sectional Post Binders,90.48,3.0,33.93
1463,CA-2014-168396,04-08-2014,09-08-2014,Bruce Degenhardt,USA,San Francisco,California,Labels,Avery 473,51.75,5.0,24.84
1464,CA-2014-168396,04-08-2014,09-08-2014,Bruce Degenhardt,USA,San Francisco,California,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3.0,11.16
1465,CA-2012-130456,21-08-2012,26-08-2012,David Smith,USA,San Francisco,California,Bookcases,Sauder Camden County Collection Library,586.4,6.0,34.49
1466,CA-2012-130456,21-08-2012,26-08-2012,David Smith,USA,San Francisco,California,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1.0,3.24
1467,CA-2014-116288,13-03-2014,18-03-2014,Bill Stewart,USA,San Francisco,California,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3.0,9.72
1468,CA-2014-168228,28-04-2014,30-04-2014,Arthur Prichep,USA,Los Angeles,California,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4.0,33.46
1469,CA-2014-168228,28-04-2014,30-04-2014,Arthur Prichep,USA,Los Angeles,California,Art,Newell Chalk Holder,12.39,3.0,5.7
1470,CA-2014-168228,28-04-2014,30-04-2014,Arthur Prichep,USA,Los Angeles,California,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2.0,12.3
1471,CA-2014-130141,23-10-2014,25-10-2014,Helen Abelman,USA,Fort Collins,Colorado,Binders,Storex Flexible Poly Binders with Double Pockets,3.17,4.0,-2.53
1472,CA-2014-130141,23-10-2014,25-10-2014,Helen Abelman,USA,Fort Collins,Colorado,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.14,4.0,-28.96
1473,CA-2012-147501,02-08-2012,06-08-2012,Corey-Lock,USA,Seattle,Washington,Binders,Ibico Presentation Index for Binding Systems,6.37,2.0,2.15
1474,CA-2012-147501,02-08-2012,06-08-2012,Corey-Lock,USA,Seattle,Washington,Machines,Okidata C331dn Printer,558.4,2.0,41.88
1475,CA-2014-129357,15-05-2014,20-05-2014,Ken Black,USA,Seattle,Washington,Paper,Xerox 1917,440.19,9.0,206.89
1476,CA-2014-129357,15-05-2014,20-05-2014,Ken Black,USA,Seattle,Washington,Supplies,Martin-Yale Premier Letter Opener,64.4,5.0,1.93
1477,CA-2014-150987,09-04-2014,13-04-2014,Adrian Hane,USA,San Francisco,California,Paper,Xerox 1891,244.55,5.0,114.94
1478,CA-2014-150987,09-04-2014,13-04-2014,Adrian Hane,USA,San Francisco,California,Paper,Xerox 1942,195.76,4.0,97.88
1479,CA-2014-159107,25-06-2014,27-06-2014,Kean Thornton,USA,San Francisco,California,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1.0,1.35
1480,CA-2013-116547,10-01-2013,17-01-2013,Ken Black,USA,Seattle,Washington,Furnishings,24-Hour Round Wall Clock,79.92,4.0,34.37
1481,CA-2013-116547,10-01-2013,17-01-2013,Ken Black,USA,Seattle,Washington,Accessories,Logitech Media Keyboard K200,69.98,2.0,13.3
1482,CA-2011-114510,14-03-2011,19-03-2011,Jason Fortune-,USA,Logan,Utah,Binders,GBC Wire Binding Combs,33.09,4.0,11.17
1483,CA-2011-114510,14-03-2011,19-03-2011,Jason Fortune-,USA,Logan,Utah,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1.0,3.24
1484,CA-2011-114510,14-03-2011,19-03-2011,Jason Fortune-,USA,Logan,Utah,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,12.0,6.62
1485,CA-2011-114510,14-03-2011,19-03-2011,Jason Fortune-,USA,Logan,Utah,Storage,Staples,21.36,2.0,5.77
1486,CA-2011-114510,14-03-2011,19-03-2011,Jason Fortune-,USA,Logan,Utah,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.05,2.0,20.17
1487,CA-2011-138681,20-12-2011,22-12-2011,Carol Triggs,USA,Tucson,Arizona,Furnishings,"Computer Room Manger, 14""",51.97,2.0,10.39
1488,CA-2011-138681,20-12-2011,22-12-2011,Carol Triggs,USA,Tucson,Arizona,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.98,3.0,21.59
1489,CA-2011-138681,20-12-2011,22-12-2011,Carol Triggs,USA,Tucson,Arizona,Chairs,Global Low Back Tilter Chair,242.35,3.0,-42.41
1490,CA-2011-138681,20-12-2011,22-12-2011,Carol Triggs,USA,Tucson,Arizona,Paper,Xerox 1888,221.92,5.0,77.67
1491,CA-2011-138681,20-12-2011,22-12-2011,Carol Triggs,USA,Tucson,Arizona,Paper,Xerox 1954,8.45,2.0,2.64
1492,CA-2014-138149,30-06-2014,01-07-2014,William Brown,USA,Los Angeles,California,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5.0,302.37
1493,CA-2014-138149,30-06-2014,01-07-2014,William Brown,USA,Los Angeles,California,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,3.0,39.21
1494,CA-2014-138149,30-06-2014,01-07-2014,William Brown,USA,Los Angeles,California,Art,Newell 328,11.68,2.0,3.04
1495,CA-2014-138149,30-06-2014,01-07-2014,William Brown,USA,Los Angeles,California,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3.0,22.43
1496,CA-2014-121643,19-05-2014,21-05-2014,Adrian Barton,USA,Portland,Oregon,Phones,Aastra 6757i CT Wireless VoIP phone,344.7,2.0,38.78
1497,US-2012-122910,12-05-2012,16-05-2012,Larry Tron,USA,Louisville,Colorado,Phones,VTech DS6151,201.58,2.0,20.16
1498,CA-2014-143126,04-12-2014,08-12-2014,Corinna Mitchell,USA,Seattle,Washington,Tables,"Bevis Oval Conference Table, Walnut",521.96,2.0,88.73
1499,CA-2012-109736,10-10-2012,11-10-2012,Denny Joy,USA,San Francisco,California,Paper,Xerox 1894,45.36,7.0,21.77
1500,CA-2012-142601,18-04-2012,20-04-2012,Deanra Eno,USA,Los Angeles,California,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7.0,9.47
1501,CA-2012-142601,18-04-2012,20-04-2012,Deanra Eno,USA,Los Angeles,California,Paper,Xerox 19,61.96,2.0,27.88
1502,US-2014-135230,02-09-2014,08-09-2014,Christine Kargatis,USA,Seattle,Washington,Art,Staples,7.58,1.0,2.96
1503,CA-2011-123323,07-11-2011,12-11-2011,Lena Hernandez,USA,San Francisco,California,Binders,Wilson Jones Legal Size Ring Binders,123.14,7.0,46.18
1504,US-2012-103996,29-03-2012,31-03-2012,Richard Bierner,USA,San Diego,California,Paper,Xerox 1880,212.64,6.0,99.94
1505,US-2012-103996,29-03-2012,31-03-2012,Richard Bierner,USA,San Diego,California,Paper,Tops Wirebound Message Log Books,9.87,3.0,4.54
1506,US-2012-103996,29-03-2012,31-03-2012,Richard Bierner,USA,San Diego,California,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3.0,20.77
1507,US-2012-103996,29-03-2012,31-03-2012,Richard Bierner,USA,San Diego,California,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,3.0,9.56
1508,CA-2012-105725,18-02-2012,24-02-2012,Guy Thornton,USA,Long Beach,California,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2.0,28.09
1509,CA-2012-105725,18-02-2012,24-02-2012,Guy Thornton,USA,Long Beach,California,Tables,Hon 61000 Series Interactive Training Tables,35.54,1.0,-0.89
1510,CA-2014-164364,13-11-2014,17-11-2014,Christine Sundaresam,USA,Seattle,Washington,Labels,Avery 483,9.96,2.0,4.58
1511,CA-2014-164364,13-11-2014,17-11-2014,Christine Sundaresam,USA,Seattle,Washington,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3.0,2.3
1512,CA-2014-164364,13-11-2014,17-11-2014,Christine Sundaresam,USA,Seattle,Washington,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3.0,8.1
1513,CA-2013-120005,04-03-2013,04-03-2013,Theresa Swint,USA,San Francisco,California,Supplies,"Elite 5"" Scissors",25.35,3.0,7.61
1514,CA-2013-120005,04-03-2013,04-03-2013,Theresa Swint,USA,San Francisco,California,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3.0,12.0
1515,CA-2013-123526,25-12-2013,26-12-2013,Benjamin Venier,USA,Seattle,Washington,Paper,Xerox 1898,33.4,5.0,16.03
1516,CA-2013-127649,08-10-2013,10-10-2013,Dionis Lloyd,USA,Spokane,Washington,Machines,Okidata C331dn Printer,837.6,3.0,62.82
1517,CA-2011-112851,17-09-2011,21-09-2011,Nick Radford,USA,Chula Vista,California,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,3.0,85.98
1518,CA-2014-123701,25-11-2014,28-11-2014,Patrick Gardner,USA,San Francisco,California,Art,BIC Liqua Brite Liner,27.76,4.0,9.99
1519,US-2013-114888,20-09-2013,25-09-2013,Chuck Clark,USA,San Francisco,California,Binders,Cardinal Holdit Business Card Pockets,11.95,3.0,4.18
1520,US-2013-114888,20-09-2013,25-09-2013,Chuck Clark,USA,San Francisco,California,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,3.0,1.87
1521,US-2011-167262,31-10-2011,03-11-2011,Amy Cox,USA,Avondale,Arizona,Phones,Plantronics HL10 Handset Lifter,742.34,8.0,83.51
1522,CA-2014-108091,17-11-2014,22-11-2014,Eileen Kiefer,USA,Escondido,California,Art,Newell 328,23.36,4.0,6.07
1523,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Art,Newell 313,13.12,5.0,1.15
1524,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.58,4.0,-143.79
1525,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Art,Newell 326,4.22,3.0,0.48
1526,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Accessories,Logitech Keyboard K120,58.08,4.0,-6.53
1527,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.42,9.0,15.07
1528,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Furnishings,DAX Wood Document Frame,54.92,5.0,10.98
1529,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Tables,Bevis Rectangular Conference Tables,364.95,5.0,-248.17
1530,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Paper,Xerox 1932,85.06,3.0,28.71
1531,CA-2012-104346,11-12-2012,16-12-2012,Irene Maddox,USA,Colorado Springs,Colorado,Paper,Avery Personal Creations Heavyweight Cards,27.7,3.0,9.69
1532,CA-2012-144722,16-03-2012,23-03-2012,Monica Federle,USA,Los Angeles,California,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1.0,18.11
1533,CA-2012-137708,22-11-2012,25-11-2012,Nathan Gelder,USA,Los Angeles,California,Paper,Xerox 1887,37.94,2.0,18.21
1534,CA-2012-137708,22-11-2012,25-11-2012,Nathan Gelder,USA,Los Angeles,California,Paper,Xerox 1971,42.8,10.0,19.26
1535,CA-2012-137708,22-11-2012,25-11-2012,Nathan Gelder,USA,Los Angeles,California,Storage,"Personal Folder Holder, Ebony",33.63,3.0,10.09
1536,CA-2013-111696,09-05-2013,11-05-2013,Trudy Brown,USA,Los Angeles,California,Paper,Xerox 1920,17.94,3.0,8.07
1537,CA-2013-134222,11-07-2013,12-07-2013,Nick Zandusky,USA,Yuma,Arizona,Binders,GBC Standard Therm-A-Bind Covers,44.86,6.0,-35.88
1538,US-2014-136707,13-11-2014,16-11-2014,Jim Epp,USA,Los Angeles,California,Binders,Acco 3-Hole Punch,14.02,4.0,4.91
1539,CA-2014-167661,06-10-2014,11-10-2014,Mike Pelletier,USA,San Francisco,California,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5.0,13.47
1540,CA-2014-167661,06-10-2014,11-10-2014,Mike Pelletier,USA,San Francisco,California,Paper,Xerox 1951,61.96,2.0,27.88
1541,CA-2014-167661,06-10-2014,11-10-2014,Mike Pelletier,USA,San Francisco,California,Binders,Avery Hole Reinforcements,19.94,4.0,7.23
1542,US-2011-128685,04-04-2011,05-04-2011,Mary Zewe,USA,Los Angeles,California,Binders,Avery Non-Stick Binders,7.18,2.0,2.25
1543,CA-2011-164469,25-06-2011,27-06-2011,Grace Kelly,USA,Salem,Oregon,Phones,Plantronics 81402,263.96,5.0,19.8
1544,CA-2011-164469,25-06-2011,27-06-2011,Grace Kelly,USA,Salem,Oregon,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.63,11.0,17.91
1545,CA-2011-164469,25-06-2011,27-06-2011,Grace Kelly,USA,Salem,Oregon,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.33,1.0,0.82
1546,CA-2011-107818,08-09-2011,14-09-2011,Marc Crier,USA,Pasco,Washington,Art,Prang Colored Pencils,5.88,2.0,2.65
1547,CA-2011-107818,08-09-2011,14-09-2011,Marc Crier,USA,Pasco,Washington,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5.0,121.99
1548,CA-2011-107818,08-09-2011,14-09-2011,Marc Crier,USA,Pasco,Washington,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,8.0,91.15
1549,CA-2011-107818,08-09-2011,14-09-2011,Marc Crier,USA,Pasco,Washington,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6.0,19.44
1550,CA-2011-113320,12-12-2011,15-12-2011,Logan Haushalter,USA,Oakland,California,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3.0,4.51
1551,CA-2011-113320,12-12-2011,15-12-2011,Logan Haushalter,USA,Oakland,California,Storage,Woodgrain Magazine Files by Perma,8.94,3.0,0.63
1552,CA-2011-113320,12-12-2011,15-12-2011,Logan Haushalter,USA,Oakland,California,Furnishings,Longer-Life Soft White Bulbs,9.24,3.0,4.44
1553,CA-2012-137526,13-01-2012,17-01-2012,Philip Brown,USA,Los Angeles,California,Binders,Binding Machine Supplies,70.01,3.0,24.5
1554,CA-2012-137526,13-01-2012,17-01-2012,Philip Brown,USA,Los Angeles,California,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4.0,38.02
1555,CA-2012-137526,13-01-2012,17-01-2012,Philip Brown,USA,Los Angeles,California,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9.0,92.97
1556,CA-2014-122490,14-11-2014,19-11-2014,Ted Trevino,USA,Seattle,Washington,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.7,6.0,150.29
1557,CA-2014-122490,14-11-2014,19-11-2014,Ted Trevino,USA,Seattle,Washington,Binders,GBC DocuBind P50 Personal Binding Machine,563.02,11.0,190.02
1558,CA-2014-122490,14-11-2014,19-11-2014,Ted Trevino,USA,Seattle,Washington,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3.0,10.35
1559,CA-2014-122490,14-11-2014,19-11-2014,Ted Trevino,USA,Seattle,Washington,Labels,Avery File Folder Labels,8.64,3.0,4.23
1560,CA-2014-104080,09-03-2014,16-03-2014,Alan Hwang,USA,Anaheim,California,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5.0,64.2
1561,CA-2014-104080,09-03-2014,16-03-2014,Alan Hwang,USA,Anaheim,California,Art,Newell 323,3.36,2.0,0.87
1562,CA-2013-135776,24-12-2013,31-12-2013,Edward Hooks,USA,Seattle,Washington,Art,Newell 317,8.82,3.0,2.56
1563,CA-2013-135776,24-12-2013,31-12-2013,Edward Hooks,USA,Seattle,Washington,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2.0,18.21
1564,CA-2013-135776,24-12-2013,31-12-2013,Edward Hooks,USA,Seattle,Washington,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,2.0,1.18
1565,CA-2013-135776,24-12-2013,31-12-2013,Edward Hooks,USA,Seattle,Washington,Storage,SAFCO Boltless Steel Shelving,227.28,2.0,2.27
1566,CA-2013-135776,24-12-2013,31-12-2013,Edward Hooks,USA,Seattle,Washington,Paper,Xerox 1911,47.9,1.0,22.99
1567,CA-2013-135776,24-12-2013,31-12-2013,Edward Hooks,USA,Seattle,Washington,Envelopes,Staples,61.96,2.0,30.36
1568,CA-2013-135776,24-12-2013,31-12-2013,Edward Hooks,USA,Seattle,Washington,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4.0,55.9
1569,CA-2013-130484,23-08-2013,28-08-2013,Sheri Gordon,USA,Gresham,Oregon,Binders,GBC Imprintable Covers,26.35,8.0,-18.45
1570,CA-2014-120936,18-12-2014,22-12-2014,Christine Abelman,USA,Anaheim,California,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4.0,125.14
1571,CA-2014-120936,18-12-2014,22-12-2014,Christine Abelman,USA,Anaheim,California,Supplies,Fiskars Spring-Action Scissors,13.98,1.0,3.63
1572,CA-2012-161830,24-09-2012,26-09-2012,Max Engle,USA,Seattle,Washington,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,2.0,10.43
1573,CA-2012-161830,24-09-2012,26-09-2012,Max Engle,USA,Seattle,Washington,Binders,Avery Hole Reinforcements,14.95,3.0,5.42
1574,CA-2014-143651,26-03-2014,31-03-2014,Filia McAdams,USA,Seattle,Washington,Art,Newell 309,23.1,2.0,6.93
1575,CA-2012-106978,28-09-2012,04-10-2012,Zuschuss Carroll,USA,Aurora,Colorado,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.54,1.0,4.23
1576,CA-2012-106978,28-09-2012,04-10-2012,Zuschuss Carroll,USA,Aurora,Colorado,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2.0,-0.79
1577,CA-2012-106978,28-09-2012,04-10-2012,Zuschuss Carroll,USA,Aurora,Colorado,Fasteners,Staples,4.51,3.0,0.85
1578,CA-2012-155124,15-03-2012,21-03-2012,Karen Seio,USA,Lehi,Utah,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.78,3.0,1.68
1579,CA-2011-157147,14-01-2011,19-01-2011,Brian Dahlen,USA,San Francisco,California,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5.0,238.65
1580,CA-2011-157147,14-01-2011,19-01-2011,Brian Dahlen,USA,San Francisco,California,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",334.0,3.0,3.93
1581,CA-2011-157147,14-01-2011,19-01-2011,Brian Dahlen,USA,San Francisco,California,Art,4009 Highlighters by Sanford,19.9,5.0,6.57
1582,CA-2013-151372,06-09-2013,07-09-2013,Joseph Holt,USA,Redondo Beach,California,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2.0,46.12
1583,CA-2013-151372,06-09-2013,07-09-2013,Joseph Holt,USA,Redondo Beach,California,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2.0,3.94
1584,CA-2013-151372,06-09-2013,07-09-2013,Joseph Holt,USA,Redondo Beach,California,Fasteners,Advantus Push Pins,4.36,2.0,1.79
1585,CA-2011-102085,04-10-2011,09-10-2011,Joy Daniels,USA,Seattle,Washington,Labels,Avery 519,29.24,4.0,13.74
